name	full_name	id	description	language	size	watchers	forks	stargazers_count
FlaTWorld	Hachitus/FlaTWorld	49157990	2D strategy game engine for browsers	JavaScript	4307	7	3	7
HTML5GameTutorial	cykod/HTML5GameTutorial	10008070	A 9-in-1 Game Tutorial for the Quintus HTML5 Game Engine	CSS	1471	7	6	7
oolong	yellowstonemay/oolong	148449	iPhone game engine	C	10536	7	1	7
Directus3D	PanosK92/Directus3D	61415047	Directus3D Game Engine	C++	28317	7	1	7
tank	tank-dev/tank	10436458	A 2D C++ game engine taking inspiration from FlashPunk	C++	10087	7	3	7
LOVC	d3n4/LOVC	25864048	OpenSource Isometric Game Engine Like a Habbo	JavaScript	4000	7	2	7
federation	Aethaeryn/federation	2291583	A strategy game engine.	Python	844	7	0	7
gestalt	MovingBlocks/gestalt	31587091	A family of libraries providing a variety of core capabilities for use by games and game engines.	Java	831	7	8	7
Farkle	BangorDevelopers/Farkle	4364760	A game engine for the Farkle dice for manual play, automated play and an API for extensibility.	JavaScript	2008	7	6	7
Platformy	Lafolie/Platformy	5506189	A platformer game engine.	Lua	664	7	1	7
hybridJs	nilsroeder/hybridJs	1142697	javascript html5 game engine	JavaScript	16983	7	1	7
pong-box2d	bestander/pong-box2d	7033175	Pong game engine for Node.js and Browsers	JavaScript	228	7	2	7
ImpactJS.tmbundle	drhayes/ImpactJS.tmbundle	1769587	A TextMate bundle for the ImpactJS JavaScript game engine.	Python	416	7	2	7
noa-testbed	andyhall/noa-testbed	30635581	Test world for voxel game engine.	JavaScript	1204	7	1	7
jogex	Simsilica/jogex	27023465	Java library for handling Open Game Engine Exchange (ogex) files.	Java	392	7	2	7
atomic	insxne/atomic	42692410	A tiny 2D game engine	JavaScript	8	7	0	7
UrchinEngine	petitg1987/UrchinEngine	34339716	Game engine library: 3D, Physics, Sound, IA, Map Editor	C++	81805	7	3	7
Module	AaronPerl/Module	28657831	The Module Game Engine, a game engine that focuses on modularity and interchangeability through the use of generic interfaces	C++	47549	7	2	7
Phaser-game	cattsmall/Phaser-game	18254272	Templates & experiments with an HTML5 game engine.	JavaScript	2090	7	1	7
UnityGridFramework	yasirkula/UnityGridFramework	31652266	Open source Grid Framework for creating grid-based levels easily in Unity3D game engine	C#	216	7	2	7
BGERTPS	enjalot/BGERTPS	1043111	Blender modified to put the Real-Time Particle System library in the Game Engine	C	140309	7	2	7
swarm-war	SeanHayes/swarm-war	2188837	A Facebook game engine written with Django.	Python	168	7	1	7
primojs	robashton/primojs	7604327	The component-oriented 2D HTML5 Canvas game engine	JavaScript	264	7	0	7
DromeEngine	joshb/DromeEngine	2358195	A 3D game engine that's written in C++ and uses OpenGL for graphics rendering.	C++	1048	7	2	7
moonscript-love	leafo/moonscript-love	2214283	LÖVE game engine with baked in moonscript support	C	1728	7	0	7
openzone	ducakar/openzone	150932	Simple cross-platform FPS/RTS game engine.	C++	12186	7	1	7
GameStartr	FullScreenShenanigans/GameStartr	31838398	GameStartr is a TypeScript game engine used as a base for creating sprite-based 2D games, particularly retro remakes such as FullScreenPokemon.	TypeScript	545	7	2	7
paunch	velovix/paunch	14508201	Paunch is a 2D game engine written in Go.	Go	744	7	0	7
gauge	SaxonDouglass/gauge	3955560	A 2D Lua game engine built on top of Love2D.	Lua	79241	7	1	7
jarsmith	chrisinajar/jarsmith	3685164	An OpenGL game engine written in node using the jQuery API.	JavaScript	424	7	0	7
threedo	ajveach/threedo	29271606	A wrapper game engine for the three.js library	JavaScript	10204	7	1	7
DeltaEngine.OpenTK	DeltaEngine/DeltaEngine.OpenTK	17439489	Open Source Multiplatform Game Engine, C# OpenTK Version including the Editor, for details see http://DeltaEngine.net	C#	42156	7	2	7
ProtoGLGameEngine	AlexanderDzhoganov/ProtoGLGameEngine	2014825	An OpenGL-based deferred renderer and a simple game engine	null	160	7	0	7
x2d	godexsoft/x2d	3958117	x2d - crossplatform 2d game engine written in modern c++	C++	17652	7	0	7
Arduinity	uclagamelab/Arduinity	5592191	Need an Arudino to talk to Unity game engine? or Unity to speak with an Arduino? Arduinity is a flexible, lightweight set of Unity scripts and Arduino code.	C#	153	7	3	7
RunJumpShoot	MichaelReiter/RunJumpShoot	51017150	A 2D platform/shooter game written in CoffeeScript with the Phaser game engine	CoffeeScript	1167	7	0	7
Fundament	tejon/Fundament	38084490	Haskell game engine powered by SDL2 and Reflex FRP.	Haskell	152	7	0	7
FreeRadical	grepwood/FreeRadical	17365733	FreeRadical is a free software game engine hoping to accurately immitate that of Fallout 2 and 1	C	3137	7	1	7
EdgeGraph	famerij/EdgeGraph	49828846	Project for bachelor's thesis "Procedural City Generation Tool With Unity Game Engine" by Henri Viitanen	C#	77	7	0	7
oscillator	boneheadmed/oscillator	1617464	A plugin for the Impact Javascript Game Engine (http://impactjs.com/) which allows for oscillation between two different time phases.	JavaScript	92	7	0	7
SFPC	kenhilf/SFPC	24079645	A strategy RPG game engine for Windows PCs written in C++, inspired by the Shining series of games for the Genesis.	C++	17432	7	0	7
ColdWarSubSim	Nsomnia/ColdWarSubSim	30624694	A indie game based on post-WWII submarine simulation. Basically Silent Hunter 6, since UbiSoft no longer supports it, and there are no modern cold war subsims. Blender is used for model work and Unreal Engine 4 is the game engine, code is mostly Blueprint and C++. DLC's and modding are confirmed features.	C#	1807988	7	4	7
hook-any-text	MX-Futhark/hook-any-text	40430084	The goal of this project is to provide an alternative to well established text hookers, whose features are restrained to a certain number of game engines and emulators.	Java	9266	7	0	7
checkers-js	polgfred/checkers-js	1551206	Checker Player in Pure HTML5+CSS3+ES5. No fancy build processes, just a rules engine, and a simple game engine written using Dojo Drag and Drop.	JavaScript	280	7	1	7
FasterGameEngine	donnki/FasterGameEngine	37353848	Simple Game Architecture implemetation. 	Lua	690	6	5	6
Element-Games-Engine	palodequeso/Element-Games-Engine	2532314	[DEPRECATED] Working on https://github.com/palodequeso/DeepSpaceEngine instead	Logos	241969	6	2	6
fireball	colin3dmax/fireball	34349657	Fireball is a html5 game engine for the future.	HTML	2122	6	44	6
game-engine	nefarioustim/game-engine	4234476	Basic 2D JavaScript and Canvas game engine.	JavaScript	308	6	0	6
BeuthGE	qsecofr/BeuthGE	1745028	Beuth Game Engine	JavaScript	215	6	3	6
legionJS	legionJS/legionJS	29218028	JavaScript 2D Game Engine with Multiplayer support	JavaScript	471	6	7	6
WormyJs	MarcoWorms/WormyJs	42344650	Canvas game engine	JavaScript	22	6	2	6
medusa	palestar/medusa	59434337	C++ Game Engine	C++	139330	6	3	6
clover	crafn/clover	22621117	Game engine	C	6116	6	0	6
lfant	loafofpiecrust/lfant	8059823	Cross-platform C++ OpenGL game engine	C++	204697	6	3	6
darlingjs-examples	darlingjs/darlingjs-examples	9124322	Examples of usage of Game Engine Darlingjs	JavaScript	19807	6	3	6
ngin	fo-fo/ngin	31403035	NES Game Engine	Assembly	382	6	0	6
cocoseditor-java-goldship	makeapp/cocoseditor-java-goldship	23249450	cross platform cocos2d-java game engine demo named goldship to learn	Java	2756	6	8	6
WrenchMG	SoundAxis/WrenchMG	28163445	2D game engine built on MonoGame	C#	524	6	2	6
xybox	eirikb/xybox	4207766	Game engine for browser-based games	JavaScript	320	6	2	6
Dungeon	abreen/Dungeon	9571897	The modern multiplayer text adventure game engine	Java	1739	6	4	6
generator-crafty	sgmeyer/generator-crafty	13511348	Yoeman.js generator for Crafty.js game engine.	JavaScript	4066	6	3	6
SnowfeetEngine	Zylann/SnowfeetEngine	26117634	C++ game engine	C	7429	6	0	6
phantom-light	jorisdormans/phantom-light	3762820	A light version of the component based game engine Phantom	ActionScript	754	6	5	6
imm_engine	endrollex/imm_engine	34700114	immature engine, a small 3D game engine with poor features	C++	1341	6	8	6
Agar.io-Unity	WillchillDev/Agar.io-Unity	40393134	A port of the web game Agar.io into the Unity game engine.	C#	86436	6	6	6
ahi	geoffb/ahi	44330799	HTML5 canvas game engine	JavaScript	26	6	0	6
YEngine2D	yyc-git/YEngine2D	26397330	2D HTML5 Game Engine	JavaScript	11075	6	1	6
gdx-entity	stickyd/gdx-entity	10292403	Entity/component-based game engine built on top of libgdx	Java	13903	6	3	6
NNEngine	kciter/NNEngine	16797021	NHN NEXT Game Engine	C++	2475	6	0	6
Kaya	imdreamrunner/Kaya	9145951	An HTML5 Game Engine.	JavaScript	2262	6	0	6
Ludus	StrangeZak/Ludus	61752779	A handmade game engine. 	C	1061	6	1	6
Godot-games	Qwertie-/Godot-games	22308473	Some games made with the godot game engine	GDScript	467	6	2	6
tiledgameengine	elvariongh/tiledgameengine	31017854	Tiled Game Engine working code	JavaScript	4160	6	1	6
Fiber2D	s1ddok/Fiber2D	64130937	(WIP) Swift 2D Game Engine	Objective-C	504	6	0	6
OryxEngine	RileyA/OryxEngine	1377055	An open source game engine.	C++	636	6	2	6
WurfelEngineSDK	BSVogler/WurfelEngineSDK	36551934	An isometric game engine for games with an open world made of blocks or voxels.	Java	42027	6	5	6
questgame	danigm/questgame	4157108	python pygame quest game engine	Python	778	6	1	6
EngineOfLies	engineerOfLies/EngineOfLies	4681735	a 2D game engine with 3D graphics.  Written in C, compiled to a library	C	5523	6	6	6
godot-exchange	jcs224/godot-exchange	31699156	An asset-sharing community website for the Godot game engine.	HTML	1924	6	2	6
gamework	Kadoba/gamework	4655928	Gamework is used to control process flow in the LÖVE2d game engine	Lua	162	6	2	6
rpeg	SodaCookie/rpeg	35856318	Rogue-like game engine for Python, Pygame	Python	72503	6	0	6
APB2D	dparnane/APB2D	711714	(ABANDONED) A WIP 2D game engine in C++/SDL targeting Maemo 5 platform	C++	232	6	2	6
Jikpoze	BlueBearGaming/Jikpoze	18147035	Dart game engine based on StageXL	JavaScript	7996	6	0	6
coffee-cards	jazzychad/coffee-cards	3003658	Card game engine written in coffee-script	CoffeeScript	92	6	0	6
go-whiskey	momchil-atanasov/go-whiskey	27186274	A game engine written in Go	Go	568	6	0	6
AtomicPlayground	shaddockh/AtomicPlayground	38787686	Various experiments with the Atomic Game Engine	JavaScript	6052	6	1	6
Camira	kimar/Camira	48021145	An iOS text adventure game engine, inspired by Lifeline and co.	Swift	229	6	2	6
MilkShake-old	lucas-jones/MilkShake-old	3848721	XNA Game Engine - Node based, Lua Scripting, Farseer Physics, Krypton Lighting	C#	5130	6	2	6
Diggler	ElementW/Diggler	48914029	A game engine for cube games	C	1625	6	0	6
myou-engine	myou-engine/myou-engine	50506001	Myou is a game engine for web, it features an editor based on Blender	JavaScript	78327	6	2	6
Dogwood	gnleece/Dogwood	13022410	An OpenGL game engine in C++	C	3159	6	1	6
ShiVa-Proof-Of-Concept	error454/ShiVa-Proof-Of-Concept	4532059	Various small proof of concept projects for the ShiVa game engine	C	22298	6	3	6
EoAEngine	erikhazzard/EoAEngine	580670	End of Ages Browser Game Engine	JavaScript	1824	6	1	6
VideahEngine	VideahGams/VideahEngine	30030679	Personal game engine written in Lua	Lua	16865	6	0	6
dieselisation	jdhuntington/dieselisation	188173	An 18xx game engine in Rails	Ruby	7964	6	0	6
engine-alpha	engine-alpha/engine-alpha	12642858	Eine anfängerorientierte 2D-Game-Engine in deutscher Sprache. Ihr Hauptzweck ist es, Begeisterung für Programmierung und Informatik durch schnelle, sichtbare und starke Erfolge zu entwickeln.	Java	10655	6	4	6
BBModule	VirtualMaestro/BBModule	10381821	Modular system. Used in game engine	ActionScript	252	6	0	6
EncoXD	Naronco/EncoXD	27400007	EncoX game engine written in D	D	19826	6	0	6
arcadia	scotchfield/arcadia	20768890	An open web-based game engine	PHP	1248	6	0	6
X3D-68k	catastropher/X3D-68k	31213231	A 3D portal-rendering game engine for the TI68k graphing calculators (TI92+/TI89/Voyage 200)	C	7529	6	1	6
WaterSplash	laverneth/WaterSplash	37221795	Water splash node 2D for Godot game engine	C++	184	6	0	6
FostomEngine	NCrashed/FostomEngine	8667749	Voxel based game engine written in D2 programming language.	D	7644	6	0	6
cobra	montreal91/cobra	19510892	My implementation of classic game using Panda3D game engine	Python	676	6	0	6
phantom	ludomotion/phantom	6111248	Entity Component based Game Engine for XNA 4.0 (or FNA/MonoGame)	C#	3583	6	1	6
Kin-Engine	awoitte/Kin-Engine	51623181	Javascript Based Game Engine and Level Editor (Super Pre-Alpha)	JavaScript	80027	6	1	6
TeazelEngine	unpause/TeazelEngine	62336698	A c++ game engine in honor of the glorious Teazel	C++	88336	6	0	6
sfml-platformer	dag10/sfml-platformer	10928319	A functional but incomplete SFML-based multiplayer platformer game/engine.	C++	9588	6	0	6
GDXPunk	bfollington/GDXPunk	10189199	A Game Engine built on libGDX and inspired by Flashpunk	Java	112	6	0	6
GDXPunk	bfollington/GDXPunk	10189199	A Game Engine built on libGDX and inspired by Flashpunk	Java	112	6	0	6
spacegameengine	freundlich/spacegameengine	1226768	An easy to use game engine written in C++	C++	64207	6	0	6
Gut	bitwes/Gut	66168625	Godot Unit Test.  Unit testing tool for Godot Game Engine.  	GDScript	165	6	1	6
dynosprite	richard42/dynosprite	26670324	Sophisticated video game engine for Tandy Color Computer 3	Assembly	333	6	2	6
gofission	tedsta/gofission	12769261	A flexible game engine written in Go and based on the entity component system model.	Go	380	6	0	6
tileset_plugin	puppetmaster-/tileset_plugin	64787253	A plugin for the Godot Game Engine, to help creating/changing tileset scene.	GDScript	63	6	0	6
NALCG	Meelo/NALCG	550047	Not Another Lousy Chess Game. Highly tested game engine (thanks to TDD), and awesome GUI (thanks to OGRE).	C++	25044	6	0	6
HotfixEngine	JacobDeming/HotfixEngine	61948210	A JavaScript game engine which allows players to manipulate game data as two AI battle each other.	TypeScript	27374	6	2	6
grace	BlackBulletIV/grace	1228861	An object-oriented framework for the LÖVE game engine. No longer being worked. See README for details.	Lua	864	6	0	6
The-Elysian-Engine	ElysianStudios/The-Elysian-Engine	28520405	A 3D game engine with a OpenGL back-end, built around a scalable architecture and performant rendering	Java	9336	6	0	6
impact-line-of-sight	hurik/impact-line-of-sight	6555150	This plugin for the Impact Game Engine adds line of sight to the collition map, which also can take entities in his calculations!	JavaScript	192	6	0	6
Teabag	karljacques/Teabag	23244062	So far this is a generic game engine built with Ogre3D, Bullet Physics, SDL and Raknet. It is built around a component system and uses messaging between components. I aim to build a first person shooter with it that draws inspiration from Halo/Call of Duty/Rainbox Six	C++	8007	6	1	6
zmagic	boneheadmed/zmagic	2484943	A plugin for the Impact javascript game engine (http://impactjs.com/). This plugin extends ig.Game and ig.Entity with functions to directly manipulate the z index. 	JavaScript	89	6	1	6
DirectX-game-engine	ksideris/DirectX-game-engine	13787363	This is a simple and accessible direct2d game engine for windows 8.1 built for UCLA's CS188 class	C++	83662	5	7	5
faeris	faeris/faeris	6099418	3d game engine 	C	7235	5	10	5
ead	e-ucm/ead	14775640	Mokap Platform and ead game engine	Java	222215	5	9	5
game-engine	fmezas/game-engine	1255608	Game Engine is a clojure implementation of the engine described in the book Killer Game Programming in Java.	Clojure	148	5	1	5
game-engine	gsingh93/game-engine	38077481	A "toy" game engine written in Rust	Rust	6465	5	0	5
GameEngine	Drakken-Engine/GameEngine	58575923	Game Engine based on Metal API for iOS, tvOS and OSX	Swift	490	5	1	5
GameEngine	akoaysigod/GameEngine	49349768	a simple 2D game engine in Metal	Swift	711	5	1	5
unity-kickstarter-vis	neight-allen/unity-kickstarter-vis	11220854	Visualizing kickstarter using the Unity 3D video game engine	C#	50688	5	11	5
DT3	smellslikedonkey/DT3	53667897	DT3 Game Engine	C	26590	5	2	5
ISOMETRIC-HTML5-DIABLO-GAME-ENGINE	xarcis/ISOMETRIC-HTML5-DIABLO-GAME-ENGINE	15023231	HTML% ISOMETRIC Game Engine 	null	22444	5	1	5
Fluxware-Game-Engine	worldsproject/Fluxware-Game-Engine	915116	The Fluxware Game Engine	Java	96839	5	1	5
lambda-game-engine	matlux/lambda-game-engine	24035476		Clojure	211	5	1	5
tiny-game-engine	BasFaggingerAuer/tiny-game-engine	6428407	A small OpenGL game engine.	C++	26319	5	1	5
BF-Game-Engine	robodylan/BF-Game-Engine	35511398	A Game Engine for Brainf*ck	C#	3290	5	1	5
game-engine-studies	jlongster/game-engine-studies	6051576	Implementing various game engines in javascript	JavaScript	256	5	0	5
Generic-Game-Engine	adrigm/Generic-Game-Engine	2449540	Engine generico para juegos 2D	C++	5718	5	1	5
RaptorGameEngine	ProjectRaptor/RaptorGameEngine	30468630	(DEPRECATED) Game engine allows you to create own MMORPG	null	4834	5	1	5
as3-platform-game-engine	raohmaru/as3-platform-game-engine	10492194	A simple platform game engine in AS3	ActionScript	380	5	0	5
HTML5GameEngine	seanyoncraic/HTML5GameEngine	30298219	A simple game engine to use for workshops on HTML5 game development to students from junior high to high school levels.	JavaScript	20902	5	1	5
TyranEngine	Piot/TyranEngine	4204982	Game Engine	C	2547	5	1	5
FlappyBird-Quintus	ninemind/FlappyBird-Quintus	17849732	A FlappyBird remake using the Quintus HTML5 gaming engine.	JavaScript	432	5	7	5
LiteEngine2D	maritim/LiteEngine2D	56192306	Lite 2D Game Engine	C	14194	5	5	5
crafty-component-progressbar	mucaho/crafty-component-progressbar	8939782	A progress bar component for the CraftyJS HTML5 game engine	JavaScript	28	5	5	5
CoG2Web3D	felixgers/CoG2Web3D	1820482	Beuth Game Engine	JavaScript	10107	5	1	5
apsis	wilkie/apsis	3038052	Barebones game engine.	C	16420	5	0	5
gear	andyreimann/gear	17493522	GEAR Game Engine	C++	161288	5	0	5
unityusb	dilshan/unityusb	11069408	Custom hardware interface demo for Unity3D game engine	C#	14120	5	4	5
QuestForAdventure-jEngine	acm-team/QuestForAdventure-jEngine	895278	A Java implementation of the QuestForAdventure text adventure game engine.	Java	103	5	3	5
cards-against-humanity	evhub/cards-against-humanity	21063429	An extensible cards against humanity game engine.	Python	810	5	2	5
PointJS	SkanerSoft/PointJS	56900155	HTML5 Game Engine	null	126	5	0	5
LoomTMX	southpawfishel/LoomTMX	11520526	TMX Parser for Loom Game Engine	LiveScript	665	5	2	5
perenquen	Nazariglez/perenquen	28099868	HTML5 Game Engine	JavaScript	12060	5	0	5
matabstrix	meoweg/matabstrix	45370049	3D game engine for web :video_game:	C++	12983	5	2	5
Voxello2	jmimu/Voxello2	3590561	Voxel-based game engine	C	672	5	0	5
Zeplin	zumpiez/Zeplin	225499	2d game engine in XNA	C#	896	5	1	5
ruser	lengshuiyulangcn/ruser	27258375	a ruby novel game engine	Ruby	444	5	1	5
hate	boj/hate	1817280	Hate - Ruby OpenGL Game Engine	Ruby	126	5	0	5
euphoria	madeso/euphoria	10412681	data driven game engine	C++	12352	5	0	5
panda3d-tutorial	fireclawthefox/panda3d-tutorial	44134119	A Tutorial about game creation with the Panda3D game engine	Python	49674	5	2	5
Synapse	MartinoBR/Synapse	9107315	Parallel Game Engine for java	Java	341	5	1	5
untech-editor	undisbeliever/untech-editor	57875211	UnTech Game Engine Editor	C++	832	5	1	5
spurge.js	sfoster/spurge.js	2100500	HTML5 2d Game Engine	JavaScript	19880	5	0	5
CardGame1	SoapyD/CardGame1	15660947	Corona Game Engine Code	Lua	25316	5	0	5
engine	baines/engine	5275034	SDL2 + Modern OpenGL game engine	C	2691	5	0	5
sykosomatic-legacy	zkat/sykosomatic-legacy	35495	text-based online game engine	Common Lisp	810	5	1	5
SUD	James-Firth/SUD	2550966	Single-User Dungeon, a text-based game engine written in Java	Java	400	5	1	5
gosu-texture-packer	spajus/gosu-texture-packer	20930421	TexturePacker support for Gosu game engine	Ruby	6128	5	1	5
mist	delfigamer/mist	45023443	2D game engine inspired by Unreal	C	41915	5	0	5
Impact-ScaledAlphaHitmask	HeikoR/Impact-ScaledAlphaHitmask	4447295	Hitmask plugin for the ImpactJS game engine	JavaScript	156	5	0	5
scge	Queatz/scge	1206428	A simple C++ / Python game engine.	C++	661	5	0	5
min2	Aaron-SP/min2	37162682	Repository for the min() game engine.	C++	2280	5	0	5
quickgraph4unity	davidgutierrezpalma/quickgraph4unity	21853277	A port of the QuickGraph library to make it work on Unity game engine.	C#	3448	5	4	5
dirty2d	DoctorB/dirty2d	44960793	Experimental 2D game engine for Kha	Haxe	292	5	0	5
Flakor	sainthsu/Flakor	17051930	a 2D/3D Game Engine in C++	C	20246	5	1	5
breeze	BreezeEngine/breeze	52541014	Game engine for competitive multiplayer games	D	1095	5	0	5
darkcore-c	joseph-montanez/darkcore-c	1799677	2D Game Engine using SDL and OpenGL	C	117	5	1	5
Luawar	habeascorpse/Luawar	4394437	Game Engine Project Written in 2009	C++	24452	5	0	5
fathom	sarenji/fathom	2406565	easy-to-use js/coffeescript game engine	CoffeeScript	356	5	0	5
Phaser-Project-Template-Javascript	funzeye/Phaser-Project-Template-Javascript	28199878	Basic Project Template for The Phaser HTML Game Engine using JavaScript in Visual Studio 2015	JavaScript	30907	5	3	5
convergame-engine	convergame/convergame-engine	40451794	The Convergame engine is a HTML5 game engine combining web concepts with game development. 	JavaScript	698	5	2	5
vegan2d	Elleo/vegan2d	20625230	Editor for the Bacon2D game engine	C++	1171	5	0	5
Blur	BlurEngine/Blur	48878311	Minecraft Game Engine written in Java & Kotlin	Java	383	5	1	5
ecs	joshforisha/ecs	55724162	Elixir Entity-Component System game engine	Elixir	28	5	0	5
polar	polar-engine/polar	21123978	Polar Game Engine is a modern, safe game engine written in Haskell.	Haskell	244	5	1	5
pulse-snake	onmodulus/pulse-snake	4502132	Classic game of Snake built with the Pulse gaming engine.	null	123	5	1	5
cardboard	Julian/cardboard	2146130	Cardboard is a Magic: The Gathering game engine written in Python.	Python	9536	5	0	5
isometric_engine	theDazzler/isometric_engine	4102550	Isometric cube game engine. Terrain is procedurally generated	Java	3197	5	1	5
vamos	geckojsc/vamos	8584840	Component-based 2D game engine written in ooc/sdl2	ooc	365	5	1	5
ctf_pvp_engine	rubenwardy/ctf_pvp_engine	12162490	A highly modular framework for the Minetest game engine	Lua	2312	5	1	5
filu	ghthor/filu	17130881	Game engine[s] designed around immutable events and stream processing	Go	6008	5	0	5
Cobalt-Calibur-2	tlhunter/Cobalt-Calibur-2	3433644	DEFUNCT: PHP/MySQL AJAX Game Engine from 2006	PHP	1200	5	1	5
WhackAPotato	johnbatty/WhackAPotato	9447834	Loom game engine demo tailored for use with MaKey MaKey	LiveScript	1346	5	2	5
Procedural-Level-Engine-for-Unity	vicero/Procedural-Level-Engine-for-Unity	3479053	A procedural level generator for the Unity game engine	null	14215	5	0	5
RPG-Game	Ryuske/RPG-Game	2125364	An RPG made using the Sphere game engine	JavaScript	10484	5	1	5
deegame	tstieff/deegame	39442872	Game engine template made using D and DGame	D	144	5	1	5
LL3D	litianqi/LL3D	51923173	A Mini C++/DirectX11 3D Game Engine (Study Project).	C++	72276	5	1	5
3DEngine	mikhtonyuk/3DEngine	7368120	Fresh take on game engine architecture with modular and extendable core	C++	2371	5	1	5
suika2	ktabata/suika2	62710838	A Cross-platform Game Engine for Visual Novels	C	73383	5	0	5
Spectrum	alex-sherman/Spectrum	35848096	A game engine built on Monogame in C#	C#	358	5	0	5
HarmonyEngine	OvertureGames/HarmonyEngine	24575305	The best 2D cross-platform game engine in C++ (WIP)	C	41024	5	0	5
kona	andrewberls/kona	5050729	An HTML5 game engine in Coffeescript, for CoffeeScript.	CoffeeScript	26655	5	0	5
titans	jroyalty/titans	3752557	Open source game engine based on Puppygames' Revenge of the Titans	Java	1536	5	1	5
icicle	skorezore/icicle	41881835	Pretty much the coolest game engine that doesn't work.	C++	5212	5	0	5
SimpleBlitter	AdamAtomic/SimpleBlitter	6447687	a very, very, very rudimentary Flash game engine - one page, commented.	ActionScript	97	5	1	5
aetheria	komoku/aetheria	32210813	Aetheria Game Engine - Migrated from code.google.com/p/aetheria	Java	18962	5	0	5
SaNi	Babelz/SaNi	36521771	Powerful, user friendly and simple 2D game engine	C++	25275	5	0	5
Ignatus	tylerc/Ignatus	1602368	A simple, easy to use C++ game engine.	C++	392	5	1	5
FWD	walski/FWD	196598	A framework on top of Gosu, the ruby gaming engine.	Ruby	88	5	0	5
BSDL	SheridanR/BSDL	9024100	BSDL is an advanced 3D raycasting game engine written in C	C	3588	5	0	5
evangel-red5	prsolucoes/evangel-red5	944052	Flash MMO game engine made with AS3, Flashpunk and Red5	ActionScript	8518	5	0	5
Lollipop	S-V/Lollipop	43964835	My second attempt at a game engine (Lollipop 3D) (2012)	C++	8156	5	0	5
phinspector	robotron2084/phinspector	60922034	Prefab Hierarchy Inspector for the Unity3D game engine.	C#	38	5	0	5
opticfoo	faruk/opticfoo	9104272	This is a program about VJing in 3d inside a game engine.	Python	12269	5	1	5
Trios2D	enjoythelive1/Trios2D	25046398	It is a simple, lightweight HTML5 game engine for the web working over canvas	JavaScript	219	5	1	5
IntelliMediaCore	IntelliMedia/IntelliMediaCore	50138912	Collection of C# design patterns (MVVM, Repository, Promise, Singleton) and utility classes. The class library is intended to be used in conjunction with Unity 3D game engine projects or Mono-based servers and tools.	C#	1270	5	3	5
termite	septag/termite	50516026	Lightweight, modular and multiplatform, multiplayer game engine. Without any dependency to renderer and sound system	C++	11582	5	0	5
snow	nilium/snow	10511461	Snow, a game engine written in C++11 using OpenGL for rendering.	C	2104	5	0	5
LynxJS	Cosrnos/LynxJS	12528900	A lightweight HTML5 Game engine with WebGL rendering and default Canvas2D Fallback - 	JavaScript	888	5	1	5
OtherEngine.Core	OtherEngine/OtherEngine.Core	28542491	Core of a very early in-development super-modular ECS game engine	C#	436	5	0	5
Genesis-Engine	andrewpham/Genesis-Engine	39921173	3D game engine focused on advanced lighting models, physics and particle systems	C++	567291	5	0	5
pudding3d	growingdever/pudding3d	10377660	Pudding3d is my first cross-platform game engine. This engine's purpose is learning graphics. :)	C++	168	5	0	5
sonic-engine	jamesj999/sonic-engine	7645949	A Java recreation of the original sonic the hedgehog game engine from the megadrive	Java	8620	5	0	5
Plethora	Jontte/Plethora	1417478	Plethora is an isometric game engine written in Javascript released under the three-clause BSD.	JavaScript	1599	5	0	5
AndEngine.net	jamesburton/AndEngine.net	1478307	A port of the AndEngine 2D Game Engine from Java to MonoDroid (C#)	Java	2620	5	1	5
MojoJojo	ryedin/MojoJojo	394466	An HTML5 Canvas tag based game engine for Palm's WebOS platform	JavaScript	209	5	1	5
MitchEngine	wobbier/MitchEngine	35710842	The 2D game engine so good it has my name in it.	C++	1226	5	1	5
fbmake	tdzl2003/fbmake	7441019	Luajit-based build tool. Used by Seed Game Engine & Grit Server Framework.	Lua	224	5	1	5
tine	robertpage/tine	38631542	A choose your own adventure game engine in the style of Lifeline.	CSS	300	5	1	5
tempt	iitc/tempt	46529417	Lightweight physics/game engine for collisions and motion in 2d and 3d.	Java	99	5	0	5
pyngine	aleroddepaz/pyngine	6815714	Minimalist component-based game engine, written in Python, and using the modules OpenGL and Pygame	Python	512	5	0	5
yeti	origamicomet/yeti	11037488	:snowman: A general-purpose data-driven game engine with tools. Attribution based licensing.	C++	5911	5	0	5
Dorkbots-Iso	dorkbot/Dorkbots-Iso	14285247	Dorkbots Iso is an isometric game engine based on the gamedev tuts+ tutorial by Juwal Bose	ActionScript	1258	5	3	5
godot-wrapper	nsrosenqvist/godot-wrapper	28574854	A BASH script that automatically installs the Godot game engine, with system integration and version management, on Ubuntu.	Shell	244	5	0	5
Connect-Arduino-Due-IMU-to-Unity3D-Over-WIFI-Directly	Quatical/Connect-Arduino-Due-IMU-to-Unity3D-Over-WIFI-Directly	36719197	How to obtain Euler angles from a AltiIMU-10 v4 inside the Unity3D game engine on any platform that has a WIFI connection or access to a wireless router using a TCP stream socket IO connection with no web server.	Arduino	2569	5	4	5
blenderOSC	sergeLabo/blenderOSC	21489770	Send and receive OSC message in Blender Game Engine with python 3.4,  easily, with examples.	Python	444	5	1	5
Telekinesis-JS	PixelsCommander/Telekinesis-JS	10888131	JavaScript multiplayer game engine. Using Node.JS for server and any graphic library for client-side.	JavaScript	6012	5	0	5
